"THCIC_ID","fold","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","model"
"35000",1,0.62962962962963,0.895833333333333,0.53125,0.928057553956835,0.53125,0.62962962962963,0.576271186440678,0.157894736842105,0.0994152046783626,0.187134502923977,0.762731481481482,"RF"
"497000",1,1,0.951724137931034,0.787878787878788,1,0.787878787878788,1,0.88135593220339,0.152046783625731,0.152046783625731,0.192982456140351,0.975862068965517,"RF"
"602000",1,0.681818181818182,0.874015748031496,0.652173913043478,0.888,0.652173913043478,0.681818181818182,0.666666666666667,0.257309941520468,0.175438596491228,0.269005847953216,0.777916964924839,"RF"
"829900",1,0.5,0.97841726618705,0.842105263157895,0.894736842105263,0.842105263157895,0.5,0.627450980392157,0.187134502923977,0.0935672514619883,0.111111111111111,0.739208633093525,"RF"
"852000",1,0.976190476190476,1,1,0.992307692307692,1,0.976190476190476,0.987951807228916,0.245614035087719,0.239766081871345,0.239766081871345,0.988095238095238,"RF"
"35000",1,0.642857142857143,0.885350318471338,0.333333333333333,0.965277777777778,0.333333333333333,0.642857142857143,0.439024390243902,0.0818713450292398,0.0526315789473684,0.157894736842105,0.76410373066424,"MN"
"497000",1,0.8125,1,1,0.958620689655172,1,0.8125,0.896551724137931,0.187134502923977,0.152046783625731,0.152046783625731,0.90625,"MN"
"602000",1,0.462686567164179,0.875,0.704545454545455,0.716535433070866,0.704545454545455,0.462686567164179,0.558558558558559,0.391812865497076,0.181286549707602,0.257309941520468,0.66884328358209,"MN"
"829900",1,0.411764705882353,0.837662337662338,0.21875,0.928057553956835,0.21875,0.411764705882353,0.285714285714286,0.0994152046783626,0.0409356725146199,0.187134502923977,0.624713521772345,"MN"
"852000",1,1,0.992307692307692,0.976190476190476,1,0.976190476190476,1,0.987951807228916,0.239766081871345,0.239766081871345,0.245614035087719,0.996153846153846,"MN"
"35000",2,0.407407407407407,0.944444444444444,0.578947368421052,0.894736842105263,0.578947368421053,0.407407407407407,0.478260869565217,0.157894736842105,0.064327485380117,0.111111111111111,0.675925925925926,"RF"
"497000",2,0.961538461538462,0.958620689655172,0.806451612903226,0.992857142857143,0.806451612903226,0.961538461538462,0.87719298245614,0.152046783625731,0.146198830409357,0.181286549707602,0.960079575596817,"RF"
"602000",2,0.795454545454545,0.874015748031496,0.686274509803922,0.925,0.686274509803922,0.795454545454545,0.736842105263158,0.257309941520468,0.204678362573099,0.298245614035088,0.834735146743021,"RF"
"829900",2,0.71875,0.971223021582734,0.851851851851852,0.9375,0.851851851851852,0.71875,0.779661016949152,0.187134502923977,0.134502923976608,0.157894736842105,0.844986510791367,"RF"
"852000",2,1,0.992248062015504,0.976744186046512,1,0.976744186046512,1,0.988235294117647,0.245614035087719,0.245614035087719,0.251461988304094,0.996124031007752,"RF"
"35000",2,0.35,0.867549668874172,0.259259259259259,0.909722222222222,0.259259259259259,0.35,0.297872340425532,0.116959064327485,0.0409356725146199,0.157894736842105,0.608774834437086,"MN"
"497000",2,0.8125,1,1,0.958620689655172,1,0.8125,0.896551724137931,0.187134502923977,0.152046783625731,0.152046783625731,0.90625,"MN"
"602000",2,0.526315789473684,0.87719298245614,0.681818181818182,0.78740157480315,0.681818181818182,0.526315789473684,0.594059405940594,0.333333333333333,0.175438596491228,0.257309941520468,0.701754385964912,"MN"
"829900",2,0.428571428571429,0.846666666666667,0.28125,0.913669064748201,0.28125,0.428571428571429,0.339622641509434,0.12280701754386,0.0526315789473684,0.187134502923977,0.637619047619048,"MN"
"852000",2,1,0.992307692307692,0.976190476190476,1,0.976190476190476,1,0.987951807228916,0.239766081871345,0.239766081871345,0.245614035087719,0.996153846153846,"MN"
"35000",3,0.666666666666667,0.964285714285714,0.782608695652174,0.9375,0.782608695652174,0.666666666666667,0.72,0.161676646706587,0.107784431137725,0.137724550898204,0.81547619047619,"RF"
"497000",3,1,0.964788732394366,0.833333333333333,1,0.833333333333333,1,0.909090909090909,0.149700598802395,0.149700598802395,0.179640718562874,0.982394366197183,"RF"
"602000",3,0.86046511627907,0.911290322580645,0.770833333333333,0.949579831932773,0.770833333333333,0.86046511627907,0.813186813186813,0.25748502994012,0.221556886227545,0.287425149700599,0.885877719429857,"RF"
"829900",3,0.645161290322581,0.977941176470588,0.869565217391304,0.923611111111111,0.869565217391304,0.645161290322581,0.740740740740741,0.18562874251497,0.119760479041916,0.137724550898204,0.811551233396584,"RF"
"852000",3,0.975609756097561,0.976190476190476,0.930232558139535,0.991935483870968,0.930232558139535,0.975609756097561,0.952380952380952,0.245508982035928,0.239520958083832,0.25748502994012,0.975900116144019,"RF"
"35000",3,0.777777777777778,0.912751677852349,0.518518518518519,0.971428571428571,0.518518518518518,0.777777777777778,0.622222222222222,0.107784431137725,0.0838323353293413,0.161676646706587,0.845264727815063,"MN"
"497000",3,0.827586206896552,0.992753623188406,0.96,0.964788732394366,0.96,0.827586206896552,0.888888888888889,0.173652694610778,0.143712574850299,0.149700598802395,0.910169915042479,"MN"
"602000",3,0.545454545454545,0.883928571428571,0.697674418604651,0.798387096774194,0.697674418604651,0.545454545454545,0.612244897959184,0.329341317365269,0.179640718562874,0.25748502994012,0.714691558441558,"MN"
"829900",3,0.4,0.843537414965986,0.258064516129032,0.911764705882353,0.258064516129032,0.4,0.313725490196078,0.119760479041916,0.0479041916167665,0.18562874251497,0.621768707482993,"MN"
