"THCIC_ID","fold","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","model"
"35000",1,0.647058823529412,0.923809523809524,0.407407407407408,0.97,0.407407407407407,0.647058823529412,0.5,0.0748898678414097,0.0484581497797357,0.118942731277533,0.785434173669468,"RF"
"497000",1,0.7,0.954314720812183,0.7,0.954314720812183,0.7,0.7,0.7,0.13215859030837,0.092511013215859,0.13215859030837,0.827157360406091,"RF"
"602000",1,0.709090909090909,0.918604651162791,0.735849056603774,0.908045977011494,0.735849056603774,0.709090909090909,0.722222222222222,0.242290748898678,0.171806167400881,0.233480176211454,0.81384778012685,"RF"
"797600",1,0.5625,0.933649289099526,0.391304347826087,0.965686274509804,0.391304347826087,0.5625,0.461538461538462,0.0704845814977974,0.039647577092511,0.101321585903084,0.748074644549763,"RF"
"829900",1,0.510204081632653,0.926966292134832,0.657894736842105,0.873015873015873,0.657894736842105,0.510204081632653,0.574712643678161,0.215859030837004,0.110132158590308,0.167400881057269,0.718585186883742,"RF"
"852000",1,0.883333333333333,0.982035928143713,0.946428571428571,0.95906432748538,0.946428571428571,0.883333333333333,0.913793103448276,0.26431718061674,0.233480176211454,0.246696035242291,0.932684630738523,"RF"
"35000",1,0.411764705882353,0.952380952380952,0.411764705882353,0.952380952380952,0.411764705882353,0.411764705882353,0.411764705882353,0.0748898678414097,0.0308370044052863,0.0748898678414097,0.682072829131653,"MN"
"497000",1,0.666666666666667,0.913705583756345,0.54054054054054,0.947368421052632,0.540540540540541,0.666666666666667,0.597014925373134,0.13215859030837,0.0881057268722467,0.162995594713656,0.790186125211506,"MN"
"602000",1,0.8,0.744186046511628,0.5,0.920863309352518,0.5,0.8,0.615384615384615,0.242290748898678,0.193832599118943,0.387665198237885,0.772093023255814,"MN"
"797600",1,0.0625,0.990521327014218,0.333333333333334,0.933035714285714,0.333333333333333,0.0625,0.105263157894737,0.0704845814977974,0.00440528634361234,0.013215859030837,0.526510663507109,"MN"
"829900",1,0.285714285714286,0.955056179775281,0.636363636363636,0.829268292682927,0.636363636363636,0.285714285714286,0.394366197183099,0.215859030837004,0.0616740088105727,0.0969162995594714,0.620385232744783,"MN"
"852000",1,0.9,0.964071856287425,0.9,0.964071856287425,0.9,0.9,0.9,0.26431718061674,0.237885462555066,0.26431718061674,0.932035928143713,"MN"
"35000",2,0.555555555555556,0.928571428571429,0.4,0.960591133004926,0.4,0.555555555555556,0.465116279069767,0.0789473684210526,0.043859649122807,0.109649122807018,0.742063492063492,"RF"
"497000",2,0.633333333333333,0.888888888888889,0.463414634146341,0.941176470588235,0.463414634146341,0.633333333333333,0.535211267605634,0.131578947368421,0.0833333333333333,0.179824561403509,0.761111111111111,"RF"
"602000",2,0.666666666666667,0.919540229885057,0.72,0.898876404494382,0.72,0.666666666666667,0.692307692307692,0.236842105263158,0.157894736842105,0.219298245614035,0.793103448275862,"RF"
"797600",2,0.588235294117647,0.928909952606635,0.4,0.96551724137931,0.4,0.588235294117647,0.476190476190476,0.0745614035087719,0.043859649122807,0.109649122807018,0.758572623362141,"RF"
"829900",2,0.520833333333333,0.95,0.735294117647059,0.881443298969072,0.735294117647059,0.520833333333333,0.609756097560976,0.210526315789474,0.109649122807018,0.149122807017544,0.735416666666667,"RF"
"852000",2,0.868852459016393,1,1,0.954285714285714,1,0.868852459016393,0.929824561403509,0.267543859649123,0.232456140350877,0.232456140350877,0.934426229508197,"RF"
"35000",2,0.222222222222222,0.990476190476191,0.666666666666667,0.936936936936937,0.666666666666667,0.222222222222222,0.333333333333333,0.0789473684210526,0.0175438596491228,0.0263157894736842,0.606349206349206,"MN"
"497000",2,0.533333333333333,0.904040404040404,0.457142857142857,0.927461139896373,0.457142857142857,0.533333333333333,0.492307692307692,0.131578947368421,0.0701754385964912,0.153508771929825,0.718686868686869,"MN"
"602000",2,0.722222222222222,0.735632183908046,0.458823529411765,0.895104895104895,0.458823529411765,0.722222222222222,0.561151079136691,0.236842105263158,0.171052631578947,0.37280701754386,0.728927203065134,"MN"
"797600",2,0.176470588235294,0.957345971563981,0.25,0.935185185185185,0.25,0.176470588235294,0.206896551724138,0.0745614035087719,0.0131578947368421,0.0526315789473684,0.566908279899638,"MN"
"829900",2,0.333333333333333,0.883333333333333,0.432432432432432,0.832460732984293,0.432432432432432,0.333333333333333,0.376470588235294,0.210526315789474,0.0701754385964912,0.162280701754386,0.608333333333333,"MN"
"852000",2,0.836065573770492,0.988023952095808,0.962264150943396,0.942857142857143,0.962264150943396,0.836065573770492,0.894736842105263,0.267543859649123,0.223684210526316,0.232456140350877,0.91204476293315,"MN"
"35000",3,0.666666666666667,0.91866028708134,0.413793103448276,0.96969696969697,0.413793103448276,0.666666666666667,0.51063829787234,0.079295154185022,0.052863436123348,0.127753303964758,0.792663476874003,"RF"
"497000",3,0.866666666666667,0.898477157360406,0.565217391304348,0.977900552486188,0.565217391304348,0.866666666666667,0.684210526315789,0.13215859030837,0.114537444933921,0.202643171806167,0.882571912013536,"RF"
"602000",3,0.592592592592593,0.936416184971098,0.744186046511628,0.880434782608696,0.744186046511628,0.592592592592593,0.65979381443299,0.237885462555066,0.140969162995595,0.18942731277533,0.764504388781845,"RF"
"797600",3,0.625,0.985781990521327,0.769230769230769,0.97196261682243,0.769230769230769,0.625,0.689655172413793,0.0704845814977974,0.0440528634361234,0.0572687224669604,0.805390995260663,"RF"
